Week,LizardID,Date,StartTime,StartTimeNumeric,TestedWith,CodedBy,Time,TestArena,TempStart_1,TempStart_2,AvgWind,MaxWind,AirTemp,GroudTemp,CloudCover,NumStrikes,AlertPosture,Wince,BackedOff,TopHead,NoRxn,TongueFlick,Gaping,Biting,Hissing,ShelterLatency,Flee_Y/N,FleeRating,FleeLatency,EndDistance,FurthestDistance,Defecation,BodyPosStart,NewAGGRating,PrevAGGRating,Notes
5,12772,10/30/2015,7:20,0,GPS and Radio,Jk,3,2,21.2,29.9,0.3,0.4,27.9,25,5,2,0,0,2,1,0,2,0,0,0,10,1,1.5,5,110,110,0,Head,2,9,
1,12847,10/1/2015,7:59,0,GPS and Radio,JK&DS,1,1,16.2,27.4,0.9,1.4,18.6,13,0,9,0,0,0,5,4,25,0,0,0,300,1,0.5,255,100,100,0,Head,5,5,
3,12847,10/16/2015,7:07,0,GPS and Radio,Jk,2,2,23.3,31.3,0.3,0.4,25,20,8,4,0,0,2,1,1,12,0,0,0,55,1,0.5,15,110,110,0,Head,5,5,
5,12847,10/30/2015,6:36,0,GPS and Radio,Jk,3,1,25.2,25.2,0.5,0.6,25.7,21,2.5,4,0,0,2,2,1,9,0,0,0,300,0,0,300,-30,40,0,Head,3,5,model lizard pushes lizard all the way back to the flee line
2,12879,10/5/2015,8:46,0,No gear,JK,1,2,31.1,31.1,0.8,1.3,32.6,31,2.5,4,0,1,2,0,2,4,0,0,0,120.6,1,0.5,95.4,110,110,0,Head,5,5,
4,12879,10/20/2015,7:41,0,GPS and Radio,Jk,2,1,23.7,35.6,0.6,1.5,25.4,21,10,2,0,0,2,0,0,0,0,0,0,11,1,4.5,9,110,110,0,Head,2,5,
6,12879,11/3/2015,10:16,0,GPS and Radio,DS,3,2,29.8,29.8,1.6,2.7,25.5,27,5.8,2,0,0,2,0,0,1,0,0,0,39,1,1,9,110,110,0,Body,2,5,
4,12893,10/21/2015,9:29,0,GPS and Radio,Jk,2,1,18,31.5,0.5,0.8,22.7,19,10,4,1,2,2,1,0,5,0,0,0,24,1,2.5,16,110,110,0,Side,4,2,
6,12893,11/3/2015,9:51,0,GPS and Radio,DS,3,2,22.7,30.4,1.2,1.8,27.5,25,9.7,7,0,0,2,3,1,10,2,0,0,67,1,1,35,110,110,0,Body,6,5,model lizard pushes lizard all the way back to the flee line
4,14111,10/22/2015,7:17,0,GPS and Radio,Jk,2,2,15.9,26.6,1.9,2.8,13,10,9.9,3,1,0,3,0,0,4,0,0,0,10,1,4,8,110,110,0,Head,4,11,
1,17028,9/28/2015,10:24,0,GPS and Radio,JK&DS,1,1,31.3,31.3,2.4,3.3,28.9,33,4,2,1,1,2,0,0,3,0,0,0,38,1,5,16,110,110,0,Head,1,5,
3,17028,10/13/2015,5:59,0,GPS and Radio,Jk,2,1,12.4,28.6,0.3,0.5,8.1,4,0,10,0,0,8,0,3,0,0,0,0,300,0,0,300,0,-30,0,Head,5,5,
5,17028,10/27/2015,10:08,0,GPS and Radio,Jk,3,2,21.9,29.8,0,0,30.6,33,0.1,2,1,0,2,1,0,3,0,0,0,26,1,3,10,110,110,0,Head,3,5,
2,19200,10/7/2015,8:50,0,GPS and Radio,JK,1,1,14.7,32.1,1.7,2.1,13,10,9.6,10,0,2,5,3,0,16,2,0,0,109,1,0.75,71,110,110,0,Head,7,5,
4,19200,10/22/2015,8:45,0,GPS and Radio,Jk,2,1,14.6,29.1,1.2,3.3,18.7,20,0.5,3,0,0,2,0,0,7,1,0,0,34,1,0.75,11,110,110,0,Head,7,5,
6,19200,11/6/2015,7:48,0,GPS and Radio,DS,3,1,21,35.4,0.4,0.4,18,15,10,3,3,0,2,0,0,9,3,0,0,44,1,0.5,28,110,110,0,Head,9,5,model lizard pushes lizard all the way back to the flee line
2,20480,10/8/2015,8:37,0,GPS and Radio,JK,1,1,18.2,31.9,0.5,0.7,19.4,20,3.6,5,0,3,1,3,0,0,0,0,1,31,1,1.5,26,110,110,1,Head,6,9,
4,20480,10/22/2015,8:13,0,GPS and Radio,Jk,2,1,15.1,25.6,1.5,2,15,14,5,4,0,1,2,1,1,5,0,0,0,14,1,3,11,110,110,0,Head,4,9,
6,20480,11/6/2015,7:20,0,GPS and Radio,DS,3,2,19.5,25,1.3,1.9,17.4,14,10,2,0,0,1,2,0,3,0,0,0,28,1,2,10,110,110,0,Head,6,5,
4,40014,10/20/2015,6:40,0,No gear,Jk,2,2,24.3,28.9,0.3,0.4,22.8,18,9.8,3,0,0,3,1,0,2,0,0,0,16,1,2.5,10,110,110,0,Head,3,5,
6,40014,11/3/2015,9:39,0,GPS and Radio,DS,3,1,22.1,34.3,0.9,1.6,22.2,22,9.8,4,1,0,2,2,0,6,0,0,0,38,1,1,15,110,110,0,Head,4,5,
1,40019,9/30/2015,10:05,0,GPS and Radio,JK&DS,1,1,24.3,31.1,1.2,2.2,20.1,29,8,2,0,0,2,0,0,6,0,0,0,22,1,1,9,110,110,0,Head,5,9,
3,40019,10/15/2015,7:54,0,GPS and Radio,Jk,2,2,26,26,1.9,5.2,28.4,24,8,3,0,0,3,0,0,1,0,0,0,16,1,1.5,11,110,110,0,Head,9,3,
5,40019,10/29/2015,9:27,0,GPS and Radio,Jk,3,1,29.2,29.2,0.7,1.5,26.9,25,10,3,0,0,1,0,2,8,0,0,0,32,1,0.5,15,110,110,0,Head,3,5,
1,40044,9/28/2015,9:52,0,GPS and Radio,JK&DS,1,2,28,28,0.7,1.3,27.5,27,5,7,1,1,0,4,1,27,0,0,0,73,1,0.6,30,110,110,0,Head,2,,
3,40044,10/13/2015,8:00,0,GPS and Radio,Jk,2,2,26.7,21.6,0.4,0.5,17.9,11,0,10,0,0,0,4,6,11,0,0,0,44,1,1,37,110,110,0,Head,5,5,
5,40044,10/27/2015,8:01,0,GPS and Radio,Jk,3,1,11,35.5,1.1,1.7,16.3,15,0,3,1,0,1,2,0,28,0,0,0,67,1,0.5,22,110,110,0,Head,5,3,strikes pushed lizard to flee line
1,40047,9/25/2015,10:21,0,GPS and Radio,JK&DS,1,1,25.8,25.8,1,2,25.6,27,0,5,0,0,1,2,2,41,0,0,0,126,1,1,46,110,110,0,Head,2,5,
2,40047,10/5/2015,10:56,0,GPS and Radio,JK,2,1,25.7,25.7,1.2,2.3,42.8,37,2,1,0,0,1,0,0,5,0,0,0,19,1,2.5,5,110,110,0,Head,5,5,
4,40047,10/20/2015,6:28,0,GPS and Radio,Jk,3,1,23.9,28.3,0.3,0.4,20.4,18,9.8,10,0,2,3,1,4,36,0,0,0,96,1,1,91,110,110,0,Head,6,5,
2,40077,10/6/2015,8:22,0,GPS and Radio,JK,1,1,33,33,3.3,9.1,33,31,10,2,0,2,2,0,0,5,0,0,0,20,1,0.75,13,110,110,0,Head,6,5,
4,40077,10/21/2015,8:06,0,GPS and Radio,Jk,2,2,19.1,25,1.2,1.9,19.6,16,10,4,0,1,3,0,0,1,0,0,0,33,1,0.75,8,110,110,0,Head,5,9,
6,40077,11/4/2015,8:00,0,GPS and Radio,DS,3,1,21.4,35.3,0.7,1.1,22,18,8,3,2,0,3,1,0,8,0,0,0,37,1,1,14,110,110,0,Head,2,5,
1,40104,9/28/2015,11:16,0,GPS and Radio,JK&DS,1,2,30.4,30.4,1,1.6,27.3,27,7,10,1,1,4,0,5,30,1,0,0,108,1,0.75,60,110,110,0,Head,7,5,
3,40104,10/13/2015,8:51,0,GPS and Radio,Jk,2,1,17.5,25.6,0.8,1.3,18.3,23,0,4,1,1,2,0,0,7,0,0,0,67,1,1,17,110,110,0,Head,2,5,
5,40104,10/27/2015,8:07,0,GPS and Radio,Jk,3,2,12.2,33.8,0.3,0.6,21.8,15,0,6,2,0,2,4,1,8,0,0,0,104,1,0.5,23,110,110,0,Head,5,5,
1,40174,9/28/2015,12:45,1,GPS and Radio,JK&DS,1,1,21,27.3,2.2,3.1,25,28,7.5,4,1,2,3,0,1,11,0,0,0,41,1,3,23,110,110,0,Head,1,5,
3,40174,10/13/2015,8:41,0,GPS and Radio,Jk,2,2,10.7,26.5,0.5,0.6,18.5,18,0,8,2,1,2,0,3,17,0,0,0,129,1,0.25,40,110,110,0,Head,6,5,
5,40174,10/27/2015,9:22,0,GPS and Radio,Jk,3,1,38.7,38.7,0.3,0.5,36.1,30,0,3,2,1,1,1,0,1,0,0,0,17,1,4.5,14,110,110,0,Head,3,5,
1,40722,9/28/2015,9:18,0,GPS and Radio,JK&DS,1,1,28.9,28.9,1,1.6,24.6,28,5,2,0,1,1,0,0,18,0,0,0,49,1,2,33,110,110,0,Head,2,5,
3,40722,10/13/2015,6:32,0,GPS and Radio,Jk,2,2,11.6,25.5,0.6,1.2,9.9,5,0,3,0,1,1,0,1,16,0,0,0,39,1,0.75,24,110,110,0,Head,3,5,
5,40722,10/27/2015,10:00,0,GPS and Radio,Jk,3,1,22.6,25.3,0.5,0.9,25.9,31,0.1,2,1,1,2,2,0,11,0,0,0,50,1,0.5,9,110,110,0,Head,4,2,
1,40743,9/25/2015,10:35,0,GPS and Radio,JK&DS,1,2,21.4,26.6,0.6,1.3,25.7,21,0,3,0,0,1,0,2,11,0,0,0,46,1,1,23,110,110,0,Head,2,5,
2,40743,10/5/2015,9:17,0,GPS and Radio,JK,2,1,27.1,27.1,0.3,0.6,34.9,41.1,2.4,4,0,0,2,2,0,36,0,0,0,109.4,1,0.5,26,110,110,0,Head,6,5,
4,40743,10/21/2015,9:58,0,GPS and Radio,Jk,3,1,23.1,27.6,1,1.4,20.3,18,10,10,0,0,0,6,4,12,0,0,0,41,1,1,26,110,110,0,Head,5,5,
1,40745,9/29/2015,7:44,0,GPS and Radio,JK&DS,1,1,15.4,26.3,0.6,1.2,15.5,8,1,3,0,3,2,1,0,5,0,0,0,69,1,0.8,37,110,110,0,Head,2,5,
3,40745,10/14/2015,7:00,0,GPS and Radio,Jk,2,1,7.9,29.7,0.4,0.8,13.8,10,0,3,0,1,2,1,0,5,0,0,0,21,1,1,12,110,110,0,Head,4,9,
5,40745,10/28/2015,8:35,0,GPS and Radio,Jk,3,1,37,37,0.4,0.9,31,30,4.5,3,0,0,2,1,0,4,0,0,0,23,1,0.75,8,110,110,0,Head,4,9,
1,40772,9/28/2015,13:17,1,GPS and Radio,JK&DS,1,1,32.2,32.2,0.6,0.9,33.7,28,6.8,10,4,0,2,2,1,3,7,0,2,300,0,0,300,50,50,0,Head,10,5,attempted to bit when took final temp
3,40772,10/13/2015,9:17,0,GPS and Radio,Jk,2,2,13.6,28.6,1.9,3.4,19.2,24,0.5,4,0,0,3,2,0,6,0,0,0,33,1,1,14,110,110,0,Head,7,2,
5,40772,10/27/2015,7:15,0,GPS and Radio,Jk,3,1,15.8,25.2,1.3,2.4,13,10,0,3,1,1,1,1,0,3,1,0,0,35,1,1,17,110,110,0,Head,7,5,
3,41002,10/13/2015,7:20,0,No gear,Jk,2,2,9.5,26.7,1.1,2.4,13.3,8,0,2,0,0,2,0,0,2,0,0,0,63,1,0.5,11,110,110,0,Head,3,5,
5,41002,10/28/2015,9:27,0,GPS and Radio,Jk,3,2,22,28.4,1.1,1.5,27.4,27,3.8,3,0,1,2,0,0,13,0,0,0,75,1,0.5,8,110,110,0,Head,3,5,
1,41021,9/29/2015,8:38,0,GPS and Radio,JK&DS,1,2,15,27.3,0.6,1.3,19.6,18,1,5,0,1,3,2,1,22,0,0,0,75,1,0.5,31,110,110,0,Head,7,5,
3,41021,10/14/2015,8:03,0,GPS and Radio,Jk,2,1,14.6,26.5,.,1.7,18.8,14,0,3,0,2,3,0,0,23,0,0,0,67,1,0.75,15,110,110,0,Head,5,3,
5,41021,10/28/2015,8:00,0,GPS and Radio,Jk,3,1,20.5,30.1,0.5,0.5,23.5,21,4,10,0,0,3,3,4,65,0,0,0,252,1,0.75,236,110,110,0,Head,5,5,
2,41040,10/7/2015,7:41,0,GPS and Radio,JK,1,1,13.5,30.4,1.5,2.2,12.2,9,9.8,3,1,3,2,0,0,5,0,0,0,20,1,1,15,110,110,0,Head,3,5,
3,41040,10/14/2015,6:19,0,GPS and Radio,Jk,2,1,11.3,26.8,0.6,1.3,10.5,5,0,3,0,0,1,0,0,7,2,0,0,27,1,1,16,110,110,0,Head,8,5,
5,41040,10/28/2015,9:45,0,GPS and Radio,Jk,3,2,22.9,31.1,0.4,0.6,32.3,34,2,7,5,2,1,2,1,6,1,0,0,26,1,2,22,110,110,0,Body,5,5,
1,41114,9/30/2015,8:55,0,GPS and Radio,JK&DS,1,1,19.5,30.3,0.4,0.6,17.5,22,10,6,0,0,0,3,3,8,0,0,0,67,1,0.5,40,110,110,0,Head,6,5,
3,41114,10/15/2015,7:16,0,GPS and Radio,Jk,2,1,22.4,37,1.1,2.8,26.5,22,6,10,0,0,0,4,6,14,0,0,0,300,0,0,300,40,40,0,Head,5,5,
5,41114,10/29/2015,9:06,0,GPS and Radio,Jk,3,2,29.8,29.8,1.1,2.2,25.6,32,10,7,0,0,0,4,3,11,0,0,0,48,1,1,24,110,110,0,Head,6,5,
2,41124,10/5/2015,7:51,0,GPS and Radio,JK,1,1,27.7,27.7,0.3,0.6,25.5,22,3,6,0,2,2,3,1,14,0,0,0,103.6,1,0.75,35.2,110,110,0,Head,4,5,
4,41124,10/20/2015,9:37,0,GPS and Radio,Jk,2,1,36.6,36.6,0.7,0.8,33.9,33,9.8,4,0,0,2,2,0,7,0,0,0,15,1,2,10,110,110,0,Head,9,4,
6,41124,11/3/2015,10:10,0,GPS and Radio,DS,3,1,25.9,27,1.1,2.1,24.8,23,8,6,0,0,1,3,2,2,0,0,0,20,1,3.5,17,110,110,0,Head,4,5,
1,41127,9/25/2015,12:12,1,GPS and Radio,JK&DS,1,2,27.1,27.1,1.4,2.6,25.5,22,5,3,0,1,2,0,0,8,0,0,0,27,1,3,21,110,110,0,Head,1,9,
2,41127,10/5/2015,11:23,0,GPS and Radio,JK,2,2,36.5,36.5,1.1,2.1,40.3,35,3,3,0,3,2,0,0,0,0,0,0,23,1,5,22,110,110,0,Tail,1,5,
4,41127,10/20/2015,8:21,0,GPS and Radio,Jk,3,2,26.9,26.9,1.3,1.7,28.3,24,8.9,3,0,1,3,2,0,1,0,0,0,14,1,2.5,10,110,110,0,Head,9,3,
1,41204,9/29/2015,8:32,0,GPS and Radio,JK&DS,1,1,16.3,32,0.7,1.1,16.2,16,2,2,0,2,2,0,0,6,0,0,0,25,1,4,16,110,110,0,Head,1,5,
3,41204,10/14/2015,9:15,0,GPS and Radio,Jk,2,2,27.1,27.1,0.6,0.5,26.6,27,0,1,0,0,1,0,0,6,0,0,0,39,1,0.75,8,110,110,0,Head,1,8,
1,41207,10/1/2015,8:26,0,GPS and Radio,JK&DS,1,1,19.6,26.9,1.1,1.7,20.9,21,0,3,1,0,2,0,0,3,0,0,3,29,1,2,22,110,110,0,Head,8,9,
3,41207,10/16/2015,7:01,0,GPS and Radio,Jk,2,1,23.6,30.4,0.3,0.6,23.4,19,3,2,0,1,2,0,0,1,0,0,1,24,1,1,10,110,110,0,Head,7,9,
1,41210,9/30/2015,9:37,0,GPS and Radio,JK&DS,1,2,20.1,32.1,0.3,0.4,22.7,30,4,5,5,0,0,2,0,59,0,0,5,152,1,0.25,58,110,110,0,Tail,8,5,
3,41210,10/15/2015,6:01,0,GPS and Radio,Jk,2,2,21.2,29.4,0.6,1.7,21.5,17,5,7,3,0,1,0,1,50,0,0,1,300,0,0,268,90,90,0,Tail,7,11,
5,41210,10/29/2015,8:03,0,GPS and Radio,Jk,3,2,18.4,33.4,0.5,0.9,24.2,22,2.6,4,0,0,1,0,0,28,2,1,0,99,1,0.5,9,110,110,0,Head,10,11,
